,2QP2A,2QQHA,3NSJA,3OJYB,5J67A,5OUPA,6CXOA,4OEJA,2BK2A
Cry7Aa2,0.47058823529411764,0.3,0.3684210526315789,-10000000.0,0.34782608695652173,0.3055555555555556,0.26229508196721313,0.3,0.23529411764705882
Cry7Ab1,0.47058823529411764,0.26229508196721313,0.3684210526315789,-10000000.0,0.34782608695652173,0.5,0.3142857142857143,0.27848101265822783,0.23529411764705882
Cry7Ab2,0.47058823529411764,0.2926829268292683,0.3684210526315789,-10000000.0,0.2564102564102564,0.5,0.3142857142857143,0.42105263157894735,0.24390243902439024
Cry7Ab3,0.47058823529411764,0.2926829268292683,0.3684210526315789,-10000000.0,0.2564102564102564,0.5,0.3142857142857143,0.3,0.24390243902439024
Cry7Ab4,0.47058823529411764,0.2926829268292683,0.3684210526315789,-10000000.0,0.34782608695652173,0.5,0.3142857142857143,0.28125,0.23529411764705882
Cry7Ab5,0.47058823529411764,0.26666666666666666,0.2558139534883721,0.24691358024691357,0.34782608695652173,0.25,0.3142857142857143,0.28125,0.22448979591836735
Cry7Ab6,0.47058823529411764,0.2926829268292683,0.3684210526315789,-10000000.0,0.34782608695652173,0.5,0.3142857142857143,0.27848101265822783,0.23529411764705882
Cry7Ab7,0.47058823529411764,0.2926829268292683,0.3684210526315789,-10000000.0,0.2564102564102564,0.5,0.3142857142857143,0.3,0.24390243902439024
Cry7Ab8,0.47058823529411764,0.2926829268292683,0.3684210526315789,-10000000.0,0.2564102564102564,0.5,0.3142857142857143,0.3,0.24390243902439024
Cry7Ab9,0.7,0.2926829268292683,0.3684210526315789,0.24691358024691357,0.2608695652173913,0.5,0.3142857142857143,0.42105263157894735,0.23529411764705882
Cry7Ac1,0.7,0.24444444444444444,0.28846153846153844,0.23076923076923078,0.34782608695652173,0.5,-10000000.0,0.27848101265822783,0.37037037037037035
Cry7Ba1,0.47058823529411764,0.3170731707317073,0.2127659574468085,0.2247191011235955,0.5,0.45454545454545453,0.36,0.2692307692307692,0.23529411764705882
Cry7Bb1,0.47058823529411764,0.2638888888888889,0.24545454545454545,0.5384615384615384,0.44,0.24390243902439024,0.2765957446808511,0.5,0.30158730158730157
Cry7Ca1,0.7,0.23655913978494625,0.8333333333333334,0.3541666666666667,0.5,0.3,0.25274725274725274,0.3157894736842105,0.20202020202020202
Cry7Cb1,0.4,0.26666666666666666,0.32,0.1875,0.35294117647058826,0.25675675675675674,0.22580645161290322,0.21348314606741572,0.28205128205128205
Cry7Da1,0.28888888888888886,0.2926829268292683,0.5454545454545454,0.3888888888888889,0.5,0.3103448275862069,0.36,0.34615384615384615,0.3333333333333333
Cry7Da2,0.28888888888888886,0.2926829268292683,0.5454545454545454,0.3888888888888889,0.5,0.3103448275862069,0.36,0.34615384615384615,0.3333333333333333
Cry7Da3,0.28888888888888886,0.2926829268292683,0.5454545454545454,0.3888888888888889,0.5,0.3103448275862069,0.36,0.34615384615384615,0.3333333333333333
Cry7Ea1,0.275,0.5833333333333334,0.25,0.375,0.36363636363636365,0.625,0.3225806451612903,0.4,0.34615384615384615
Cry7Ea2,0.275,0.5,0.25,0.375,0.36363636363636365,0.625,0.3225806451612903,0.36363636363636365,0.34615384615384615
Cry7Ea3,0.275,0.5,0.25,0.375,0.36363636363636365,0.625,0.3225806451612903,0.36363636363636365,0.34615384615384615
