,1DLCA,1I5PA,1W99A,2C9KA,4ARXA,4D8MA,5ZI1A,6OWKA,4ZGHA
Cry1Ab14,0.35776614310645727,0.26976744186046514,0.27920792079207923,0.27856025039123633,0.8367697594501718,0.24550898203592814,0.30303030303030304,0.4073455759599332,0.4166666666666667
Cry1Ab15,0.35776614310645727,0.26976744186046514,0.27920792079207923,0.27856025039123633,0.8367697594501718,0.24550898203592814,0.30303030303030304,0.4073455759599332,0.4166666666666667
Cry1Ab16,0.35602094240837695,0.26046511627906976,0.27920792079207923,0.27699530516431925,0.8316151202749141,0.23952095808383234,0.30185497470489037,0.4040066777963272,0.4166666666666667
Cry1Ab17,0.35776614310645727,0.2651162790697674,0.27920792079207923,0.27856025039123633,0.8333333333333334,0.24550898203592814,0.30303030303030304,0.4056761268781302,0.4166666666666667
Cry1Ab18,0.35602094240837695,0.2744186046511628,0.27722772277227725,0.28012519561815336,0.8367697594501718,0.24550898203592814,0.30185497470489037,0.4090150250417362,0.4166666666666667
Cry1Ab19,0.35776614310645727,0.26976744186046514,0.27722772277227725,0.2795031055900621,0.8350515463917526,0.24550898203592814,0.30303030303030304,0.4107744107744108,0.4166666666666667
Cry1Ab2,0.35181975736568455,0.26976744186046514,0.25572519083969464,0.26947040498442365,0.7654109589041096,0.22614840989399293,0.2859560067681895,0.38613861386138615,0.4166666666666667
Cry1Ab20,0.35776614310645727,0.26976744186046514,0.27920792079207923,0.27856025039123633,0.8367697594501718,0.24550898203592814,0.30303030303030304,0.4073455759599332,0.4166666666666667
Cry1Ab21,0.35776614310645727,0.26976744186046514,0.27920792079207923,0.27856025039123633,0.8350515463917526,0.24550898203592814,0.30303030303030304,0.4056761268781302,0.2289156626506024
Cry1Ab22,0.35776614310645727,0.26976744186046514,0.2811881188118812,0.27856025039123633,0.8350515463917526,0.24550898203592814,0.30303030303030304,0.4056761268781302,0.4166666666666667
Cry1Ab23,0.35776614310645727,0.26976744186046514,0.27920792079207923,0.27856025039123633,0.8367697594501718,0.24550898203592814,0.30303030303030304,0.4073455759599332,0.4166666666666667
Cry1Ab24,0.35602094240837695,0.2744186046511628,0.27722772277227725,0.28012519561815336,0.8367697594501718,0.24550898203592814,0.30185497470489037,0.4090150250417362,0.4166666666666667
Cry1Ab25,0.35776614310645727,0.26976744186046514,0.27920792079207923,0.27856025039123633,0.8367697594501718,0.24550898203592814,0.30303030303030304,0.4073455759599332,0.4166666666666667
Cry1Ab26,0.35602094240837695,0.26976744186046514,0.27722772277227725,0.2827476038338658,0.8316151202749141,0.24550898203592814,0.30303030303030304,0.4073455759599332,0.4166666666666667
Cry1Ab27,0.35602094240837695,0.26976744186046514,0.27524752475247527,0.27856025039123633,0.8333333333333334,0.24550898203592814,0.30134680134680136,0.4056761268781302,0.2289156626506024
Cry1Ab28,0.35602094240837695,0.2651162790697674,0.27920792079207923,0.2812006319115324,0.8350515463917526,0.2953020134228188,0.30134680134680136,0.4073455759599332,0.4166666666666667
Cry1Ab29,0.35776614310645727,0.26976744186046514,0.27920792079207923,0.27856025039123633,0.8367697594501718,0.24550898203592814,0.30303030303030304,0.4073455759599332,0.4166666666666667
Cry1Ab3,0.35776614310645727,0.26976744186046514,0.27920792079207923,0.27856025039123633,0.8367697594501718,0.24550898203592814,0.30303030303030304,0.4073455759599332,0.4117647058823529
